NCSU Score,Opp Score,Order Scheduled,Count,Date,Opponent,Location,Field Name,Result,DELIM
42,24,744,1,10/28/1972,South Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
42,27,769,1,11/2/1974,South Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
42,29,1259,1,11/21/2015,Syracuse,NC - Raleigh,Carter-Finley Stadium,W,;
42,38,899,1,9/20/1986,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
42,45,1180,1,10/31/2009,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,:
42,45,1341,2,11/13/2021,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,L,;
43,6,875,1,9/8/1984,Ohio,NC - Raleigh,Carter-Finley Stadium,W,;
43,20,738,1,9/16/1972,Syracuse,NC - Raleigh,Carter-Finley Stadium,W,;
43,21,1198,1,9/3/2011,Liberty,NC - Raleigh,Carter-Finley Stadium,W,;
43,23,750,1,9/15/1973,Virginia,NC - Raleigh,Carter-Finley Stadium,W,;
43,43,929,1,11/12/1988,Duke,NC - Raleigh,Carter-Finley Stadium,T,;
44,0,104,1,10/18/1906,William & Mary,NC - Raleigh,Riddick Field,W,:
44,0,425,2,10/25/1941,Newberry,NC - Raleigh,Riddick Field,W,;
44,17,1190,1,10/9/2010,Boston College,NC - Raleigh,Carter-Finley Stadium,W,;
44,21,990,1,11/13/1993,Maryland,NC - Raleigh,Carter-Finley Stadium,W,;
44,22,1023,1,11/9/1996,Duke,NC - Raleigh,Carter-Finley Stadium,W,;
44,50,1110,1,11/15/2003,Florida State,FL - Tallahassee,Doak Campbell Stadium,L,;
45,0,865,1,9/17/1983,Citadel,NC - Raleigh,Carter-Finley Stadium,W,:
45,0,1332,2,9/2/2021,South Florida,NC - Raleigh,Carter-Finley Stadium,W,;
45,6,920,1,9/3/1988,Western Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
45,7,780,1,10/25/1975,Clemson,SC - Clemson,Memorial Stadium (Clemson),W,:
45,7,1334,2,9/18/2021,Furman,NC - Raleigh,Carter-Finley Stadium,W,:
45,7,1360,3,9/16/2023,Virginia Military Institute,NC - Raleigh,Carter-Finley Stadium,W,;
45,14,1028,1,9/6/1997,Duke,NC - Durham,Wallace Wade Stadium,W,:
45,14,1175,2,9/19/2009,Gardner-Webb,NC - Raleigh,Carter-Finley Stadium,W,;
45,27,978,1,11/14/1992,Duke,NC - Raleigh,Carter-Finley Stadium,W,;
45,28,1035,1,11/8/1997,Maryland,NC - Raleigh,Carter-Finley Stadium,W,:
45,28,1188,2,9/25/2010,Georgia Tech,GA - Atlanta,Bobby Dodd Stadium,W,;
45,42,1317,1,9/19/2020,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
46,34,1237,1,9/6/2014,Old Dominion,NC - Raleigh,Carter-Finley Stadium,W,;
46,39,1045,1,10/31/1998,Clemson,SC - Clemson,Memorial Stadium (Clemson),W,;
47,0,957,1,9/14/1991,Kent State,NC - Raleigh,Carter-Finley Stadium,W,;
47,12,459,1,9/22/1945,Milligan,NC - Raleigh,Riddick Field,W,;
47,28,1296,1,11/3/2018,Florida State,NC - Raleigh,Carter-Finley Stadium,W,;
47,34,1104,1,9/27/2003,North Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
47,45,918,1,11/14/1987,Duke,NC - Durham,Wallace Wade Stadium,W,:
47,45,1000,2,11/5/1994,Maryland,MD - College Park,SECU Stadium,W,;
48,3,925,1,10/15/1988,North Carolina,NC - Chapel Hill,Kenan Memorial Stadium,W,;
48,7,1185,1,9/4/2010,Western Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
48,13,584,1,9/28/1957,Maryland,MD - College Park,SECU Stadium,W,:
48,13,974,2,10/10/1992,Texas Tech,NC - Raleigh,Carter-Finley Stadium,W,;
48,14,1227,1,9/28/2013,Central Michigan,NC - Raleigh,Carter-Finley Stadium,W,:
48,14,1262,2,9/1/2016,William & Mary,NC - Raleigh,Carter-Finley Stadium,W,;
48,41,1373,1,10/7/2023,Marshall,NC - Raleigh,Carter-Finley Stadium,W,;
48,62,1221,1,11/17/2012,Clemson,SC - Clemson,Memorial Stadium (Clemson),L,;
49,0,924,1,10/8/1988,East Tennessee State,NC - Raleigh,Carter-Finley Stadium,W,;
49,7,226,1,11/25/1920,Wake Forest,NC - Raleigh,Riddick Field,W,:
49,7,473,2,11/2/1946,Virginia Military Institute,VA - Roanoke,Victory Stadium,W,;
49,13,748,1,12/29/1972,West Virginia,GA - Atlanta,Atlanta-Fulton County Stadium,W,;
49,16,1277,1,9/16/2017,Furman,NC - Raleigh,Carter-Finley Stadium,W,;
49,17,1238,1,9/13/2014,South Florida,FL - Tampa,Raymond James Stadium,W,;
49,21,1103,1,9/20/2003,Texas Tech,NC - Raleigh,Carter-Finley Stadium,W,:
49,21,1249,2,9/5/2015,Troy,NC - Raleigh,Carter-Finley Stadium,W,;
49,22,1264,1,9/17/2016,Old Dominion,NC - Raleigh,Carter-Finley Stadium,W,;
50,0,72,1,10/5/1903,Guilford,NC - Raleigh,Fair Grounds (Raleigh),W,:
50,0,139,2,11/12/1910,Richmond,NC - Raleigh,Riddick Field,W,;
51,0,165,1,10/3/1914,Wake Forest,NC - Raleigh,Riddick Field,W,;
51,37,1109,1,11/1/2003,Virginia,NC - Raleigh,Carter-Finley Stadium,W,;
51,48,1090,1,9/21/2002,Texas Tech,TX - Lubbock,Jones Stadium,W,;
52,10,1298,1,11/17/2018,Louisville,KY - Louisville,L&N Federal Credit Union Stadium,W,;
52,13,759,1,11/24/1973,Wake Forest,NC - Raleigh,Carter-Finley Stadium,W,;
52,14,1123,1,11/27/2004,East Carolina,NC - Charlotte,Bank of America Stadium,W,:
52,14,1214,2,9/22/2012,Citadel,NC - Raleigh,Carter-Finley Stadium,W,;
52,23,1014,1,11/18/1995,Wake Forest,NC - Winston-Salem,Allegacy Federal Credit Union Stadium,W,;
52,31,1287,1,12/29/2017,Arizona State,TX - El Paso,Sun Bowl Stadium,W,;
53,0,81,1,11/23/1903,Richmond,NC - Raleigh,Fair Grounds (Raleigh),W,;
54,0,157,1,10/4/1913,USS Franklin,NC - Raleigh,Riddick Field,W,:
54,0,199,2,9/28/1918,Guilford,NC - Raleigh,Riddick Field,W,;
54,10,1125,1,9/17/2005,Eastern Kentucky,NC - Raleigh,Carter-Finley Stadium,W,;
55,3,1346,1,9/10/2022,Charleston Southern,NC - Raleigh,Carter-Finley Stadium,W,;
55,31,1081,1,11/3/2001,Duke,NC - Durham,Wallace Wade Stadium,W,;
56,0,949,1,10/6/1990,Appalachian State,NC - Raleigh,Carter-Finley Stadium,W,;
56,24,1091,1,9/28/2002,Massachusetts,NC - Raleigh,Carter-Finley Stadium,W,;
56,26,1112,1,12/22/2003,Kansas,FL - Orlando,Camping World Stadium,W,;
56,35,756,1,11/3/1973,South Carolina,SC - Columbia,Williams-Brice Stadium,W,;
56,41,1209,1,11/26/2011,Maryland,NC - Raleigh,Carter-Finley Stadium,W,;
57,0,295,1,9/28/1928,Elon,NC - Raleigh,Riddick Field,W,;
57,8,749,1,9/8/1973,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
58,3,1300,1,12/1/2018,East Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
59,0,83,1,9/24/1904,Guilford,NC - Raleigh,Fair Grounds (Raleigh),W,;
59,20,1100,1,8/30/2003,Western Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
63,13,1252,1,9/26/2015,South Alabama,AL - Mobile,Ladd-Peebles Stadium,W,;
65,7,1174,1,9/12/2009,Murray State,NC - Raleigh,Carter-Finley Stadium,W,;
65,19,1088,1,9/7/2002,Navy,MD - Annapolis,Navy-Marine Corps Memorial Stadium,W,;
67,0,944,1,9/1/1990,Western Carolina,NC - Raleigh,Carter-Finley Stadium,W,;
76,0,125,1,11/21/1908,Wake Forest,NC - Raleigh,Riddick Field,W,;
78,0,211,1,10/18/1919,Roanoke,NC - Raleigh,Riddick Field,W,;
80,0,208,1,9/27/1919,Guilford,NC - Raleigh,Riddick Field,W,;
81,0,223,1,11/6/1920,William & Mary,NC - Raleigh,Riddick Field,W,;
90,7,225,1,11/20/1920,Wofford,NC - Raleigh,Riddick Field,W,;
100,0,210,1,10/11/1919,Hampton Roads Receiving Ship,NC - Raleigh,Riddick Field,W,;
